Marque,Modèle,Grade,Recycleur,Prix
samsung,A6+ 2018 (A605),F,smartgrade,0.0
samsung,A6+ 2018 (A605),G,smartgrade,2.5
samsung,A6+ 2018 (A605),Fully Broken,smartgrade,0.0
samsung,A6 (A600),A,ispart,9.0
samsung,A6 (A600),A,smartgrade,12.9
samsung,A6 (A600),A,paylcd,5.0
samsung,A6 (A600),A,recyclemonlcd,11.0
samsung,A6 (A600),B,smartgrade,10.3
samsung,A6 (A600),C,smartgrade,5.8
samsung,A6 (A600),D,smartgrade,2.6
samsung,A6 (A600),E,smartgrade,0.0
samsung,A6 (A600),F,smartgrade,0.0
samsung,A6 (A600),G,smartgrade,2.5
samsung,A6 (A600),Fully Broken,smartgrade,0.0
samsung,A8 2018 (A530),A,ispart,7.0
samsung,A8 2018 (A530),A,smartgrade,11.4
samsung,A8 2018 (A530),A,paylcd,12.0
samsung,A8 2018 (A530),A,recyclemonlcd,8.0
samsung,A8 2018 (A530),B,smartgrade,8.1
samsung,A8 2018 (A530),C,smartgrade,3.0
samsung,A8 2018 (A530),D,smartgrade,1.4
samsung,A8 2018 (A530),E,smartgrade,0.0
samsung,A8 2018 (A530),F,smartgrade,0.0
samsung,A8 2018 (A530),G,smartgrade,2.5
samsung,A8 2018 (A530),Fully Broken,smartgrade,0.0
samsung,A5 2017 (A520),A,ispart,7.0
samsung,A5 2017 (A520),A,smartgrade,11.8
samsung,A5 2017 (A520),A,recyclemonlcd,8.0
samsung,A5 2017 (A520),B,smartgrade,9.1
samsung,A5 2017 (A520),C,smartgrade,3.8
samsung,A5 2017 (A520),D,smartgrade,2.5
samsung,A5 2017 (A520),E,smartgrade,0.0
samsung,A5 2017 (A520),F,smartgrade,0.0
samsung,A5 2017 (A520),G,smartgrade,2.5
samsung,A5 2017 (A520),Fully Broken,smartgrade,0.0
samsung,A52S 5G (A528),A,ispart,21.0
samsung,A52S 5G (A528),A,smartgrade,24.9
samsung,A52S 5G (A528),B,smartgrade,23.2
samsung,A52S 5G (A528),C,smartgrade,14.4
samsung,A52S 5G (A528),D,smartgrade,9.4
samsung,A52S 5G (A528),E,smartgrade,0.0
samsung,A52S 5G (A528),F,smartgrade,0.0
samsung,A52S 5G (A528),G,smartgrade,2.5
samsung,A52S 5G (A528),Fully Broken,smartgrade,0.0
samsung,A33 5G (A336),A,ispart,16.0
samsung,A33 5G (A336),A,smartgrade,20.0
samsung,A33 5G (A336),A,recyclemonlcd,16.0
samsung,A33 5G (A336),B,smartgrade,17.9
samsung,A33 5G (A336),C,smartgrade,11.9
samsung,A33 5G (A336),D,smartgrade,9.4
samsung,A33 5G (A336),E,smartgrade,0.0
samsung,A33 5G (A336),F,smartgrade,0.0
samsung,A33 5G (A336),G,smartgrade,2.5
samsung,A33 5G (A336),Fully Broken,smartgrade,0.0
samsung,A53 5G (A536),A,ispart,13.0
samsung,A53 5G (A536),A,smartgrade,16.7
samsung,A53 5G (A536),A,recyclemonlcd,13.0
samsung,A53 5G (A536),B,smartgrade,12.3
samsung,A53 5G (A536),C,smartgrade,6.1
samsung,A53 5G (A536),D,smartgrade,4.4
samsung,A53 5G (A536),E,smartgrade,0.0
samsung,A53 5G (A536),F,smartgrade,0.0
samsung,A53 5G (A536),G,smartgrade,2.5
samsung,A53 5G (A536),Fully Broken,smartgrade,0.0
samsung,A52 5G (A526),A,ispart,22.0
samsung,A52 5G (A526),A,smartgrade,25.6
samsung,A52 5G (A526),A,lcdphone,10.0
samsung,A52 5G (A526),A,recyclemonlcd,21.0
samsung,A52 5G (A526),B,smartgrade,24.0
samsung,A52 5G (A526),B,lcdphone,5.0
samsung,A52 5G (A526),C,smartgrade,16.0
samsung,A52 5G (A526),D,smartgrade,11.9
samsung,A52 5G (A526),E,smartgrade,0.0
samsung,A52 5G (A526),F,smartgrade,0.0
samsung,A52 5G (A526),G,smartgrade,2.5
samsung,A52 5G (A526),G,lcdphone,1.0
samsung,A52 5G (A526),Fully Broken,smartgrade,0.0
samsung,A52 (A525),A,ispart,20.0
samsung,A52 (A525),A,smartgrade,24.3
samsung,A52 (A525),A,lcdphone,10.0
samsung,A52 (A525),A,paylcd,12.0
samsung,A52 (A525),A,recyclemonlcd,20.0
samsung,A52 (A525),B,smartgrade,22.3
samsung,A52 (A525),B,lcdphone,5.0
samsung,A52 (A525),C,smartgrade,13.3
samsung,A52 (A525),D,smartgrade,8.7
samsung,A52 (A525),E,smartgrade,0.0
samsung,A52 (A525),F,smartgrade,0.0
samsung,A52 (A525),G,smartgrade,2.5
samsung,A52 (A525),G,lcdphone,1.0
samsung,A52 (A525),Fully Broken,smartgrade,0.0
samsung,A51 (A515),A,ispart,12.0
samsung,A51 (A515),A,smartgrade,16.8
samsung,A51 (A515),A,lcdphone,9.0
samsung,A51 (A515),A,paylcd,12.0
samsung,A51 (A515),A,recyclemonlcd,12.0
samsung,A51 (A515),B,smartgrade,13.8
samsung,A51 (A515),B,lcdphone,4.0
samsung,A51 (A515),C,smartgrade,8.0
samsung,A51 (A515),D,smartgrade,4.5
samsung,A51 (A515),E,smartgrade,0.0
samsung,A51 (A515),F,smartgrade,0.0
samsung,A51 (A515),G,smartgrade,2.5
samsung,A51 (A515),G,lcdphone,1.0
samsung,A51 (A515),Fully Broken,smartgrade,0.0
samsung,A5 2016 (A510),A,ispart,6.0
samsung,A5 2016 (A510),A,smartgrade,9.9
samsung,A5 2016 (A510),A,paylcd,5.0
samsung,A5 2016 (A510),A,recyclemonlcd,1.5
samsung,A5 2016 (A510),B,smartgrade,7.8
samsung,A5 2016 (A510),C,smartgrade,4.5
samsung,A5 2016 (A510),D,smartgrade,3.3
samsung,A5 2016 (A510),E,smartgrade,0.0
samsung,A5 2016 (A510),F,smartgrade,0.0
samsung,A5 2016 (A510),G,smartgrade,2.5
samsung,A5 2016 (A510),Fully Broken,smartgrade,0.0
samsung,A5 (A500),A,ispart,0.0
samsung,A5 (A500),A,smartgrade,3.9
samsung,A5 (A500),A,recyclemonlcd,0.01
samsung,A5 (A500),B,smartgrade,2.7
samsung,A5 (A500),C,smartgrade,0.8
samsung,A5 (A500),D,smartgrade,0.2
samsung,A5 (A500),E,smartgrade,0.0
samsung,A5 (A500),F,smartgrade,0.0
samsung,A5 (A500),G,smartgrade,1.3
samsung,A5 (A500),Fully Broken,smartgrade,0.0
samsung,A51 5G (A516),A,ispart,11.0
samsung,A51 5G (A516),A,smartgrade,15.8
samsung,A51 5G (A516),A,recyclemonlcd,13.0
samsung,A51 5G (A516),B,smartgrade,13.4
samsung,A51 5G (A516),C,smartgrade,8.3
samsung,A51 5G (A516),D,smartgrade,5.1
samsung,A51 5G (A516),E,smartgrade,0.0
samsung,A51 5G (A516),F,smartgrade,0.0
samsung,A51 5G (A516),G,smartgrade,2.5
samsung,A51 5G (A516),Fully Broken,smartgrade,0.0
samsung,A50S (A507),A,ispart,9.0
samsung,A50S (A507),A,smartgrade,13.5
samsung,A50S (A507),A,recyclemonlcd,11.0
samsung,A50S (A507),B,smartgrade,10.8
samsung,A50S (A507),C,smartgrade,5.3
samsung,A50S (A507),D,smartgrade,2.8
samsung,A50S (A507),E,smartgrade,0.0
samsung,A50S (A507),F,smartgrade,0.0
samsung,A50S (A507),G,smartgrade,2.5
samsung,A50S (A507),Fully Broken,smartgrade,0.0
samsung,A50 (A505),A,ispart,10.0
samsung,A50 (A505),A,smartgrade,14.9
samsung,A50 (A505),A,paylcd,12.0
samsung,A50 (A505),A,recyclemonlcd,8.0
samsung,A50 (A505),B,smartgrade,11.4
samsung,A50 (A505),C,smartgrade,7.3
samsung,A50 (A505),D,smartgrade,5.5
samsung,A50 (A505),E,smartgrade,0.0
samsung,A50 (A505),F,smartgrade,0.0
samsung,A50 (A505),G,smartgrade,2.5
samsung,A50 (A505),Fully Broken,smartgrade,0.0
samsung,A41 (A415),A,ispart,6.0
samsung,A41 (A415),A,smartgrade,9.8
samsung,A41 (A415),A,lcdphone,9.0
samsung,A41 (A415),A,paylcd,8.0
samsung,A41 (A415),A,recyclemonlcd,8.0
samsung,A41 (A415),B,smartgrade,6.7
samsung,A41 (A415),B,lcdphone,4.0
samsung,A41 (A415),C,smartgrade,3.3
samsung,A41 (A415),D,smartgrade,1.6
samsung,A41 (A415),E,smartgrade,0.0
samsung,A41 (A415),F,smartgrade,0.0
samsung,A41 (A415),G,smartgrade,2.5
samsung,A41 (A415),G,lcdphone,1.0
samsung,A41 (A415),Fully Broken,smartgrade,0.0
samsung,A42 5G (A426),A,ispart,9.0
samsung,A42 5G (A426),A,smartgrade,14.0
samsung,A42 5G (A426),A,lcdphone,10.0
samsung,A42 5G (A426),A,paylcd,8.0
samsung,A42 5G (A426),A,recyclemonlcd,8.0
samsung,A42 5G (A426),B,smartgrade,11.4
samsung,A42 5G (A426),B,lcdphone,5.0
samsung,A42 5G (A426),C,smartgrade,6.7
samsung,A42 5G (A426),D,smartgrade,3.5
samsung,A42 5G (A426),E,smartgrade,0.0
samsung,A42 5G (A426),F,smartgrade,0.0
samsung,A42 5G (A426),G,smartgrade,2.5
samsung,A42 5G (A426),G,lcdphone,1.0
samsung,A42 5G (A426),Fully Broken,smartgrade,0.0
samsung,A40 (A405),A,ispart,7.0
samsung,A40 (A405),A,smartgrade,15.8
samsung,A40 (A405),A,paylcd,8.0
samsung,A40 (A405),A,recyclemonlcd,8.0
samsung,A40 (A405),B,smartgrade,12.4
samsung,A40 (A405),C,smartgrade,5.6
samsung,A40 (A405),D,smartgrade,4.1
samsung,A40 (A405),E,smartgrade,0.0
samsung,A40 (A405),F,smartgrade,0.0
samsung,A40 (A405),G,smartgrade,2.5
samsung,A40 (A405),Fully Broken,smartgrade,0.0
samsung,A3 2017 (A320),A,ispart,0.0
samsung,A3 2017 (A320),A,smartgrade,3.0
samsung,A3 2017 (A320),A,recyclemonlcd,2.0
samsung,A3 2017 (A320),B,smartgrade,1.9
samsung,A3 2017 (A320),C,smartgrade,0.3
samsung,A3 2017 (A320),D,smartgrade,0.0
samsung,A3 2017 (A320),E,smartgrade,0.0
samsung,A3 2017 (A320),F,smartgrade,0.0
samsung,A3 2017 (A320),G,smartgrade,1.3
samsung,A3 2017 (A320),Fully Broken,smartgrade,0.0
samsung,A31 (A315),A,ispart,11.0
samsung,A31 (A315),A,smartgrade,20.3
samsung,A31 (A315),A,lcdphone,9.0
samsung,A31 (A315),A,paylcd,8.0
samsung,A31 (A315),A,recyclemonlcd,8.0
samsung,A31 (A315),B,smartgrade,18.0
samsung,A31 (A315),B,lcdphone,4.0
samsung,A31 (A315),C,smartgrade,10.3
samsung,A31 (A315),D,smartgrade,8.0
samsung,A31 (A315),E,smartgrade,0.0
samsung,A31 (A315),F,smartgrade,0.0
samsung,A31 (A315),G,smartgrade,2.5
samsung,A31 (A315),G,lcdphone,1.0
samsung,A31 (A315),Fully Broken,smartgrade,0.0
samsung,A3 2016 (A310),A,ispart,4.0
samsung,A3 2016 (A310),A,smartgrade,8.2
samsung,A3 2016 (A310),A,paylcd,5.0
samsung,A3 2016 (A310),A,recyclemonlcd,0.01
samsung,A3 2016 (A310),B,smartgrade,5.7
samsung,A3 2016 (A310),C,smartgrade,2.6
samsung,A3 2016 (A310),D,smartgrade,1.4
samsung,A3 2016 (A310),E,smartgrade,0.0
samsung,A3 2016 (A310),F,smartgrade,0.0
samsung,A3 2016 (A310),G,smartgrade,2.5
samsung,A3 2016 (A310),Fully Broken,smartgrade,0.0
samsung,A32 (A325),A,ispart,11.0
samsung,A32 (A325),A,smartgrade,20.3
samsung,A32 (A325),A,lcdphone,10.0
samsung,A32 (A325),A,paylcd,5.0
samsung,A32 (A325),A,recyclemonlcd,16.0
samsung,A32 (A325),B,smartgrade,17.4
samsung,A32 (A325),B,lcdphone,5.0
samsung,A32 (A325),C,smartgrade,9.1
samsung,A32 (A325),D,smartgrade,5.1
samsung,A32 (A325),E,smartgrade,0.0
samsung,A32 (A325),F,smartgrade,0.0
samsung,A32 (A325),G,smartgrade,2.5
samsung,A32 (A325),G,lcdphone,1.0
samsung,A32 (A325),Fully Broken,smartgrade,0.0
samsung,A30S (A307),A,ispart,9.0
samsung,A30S (A307),A,smartgrade,13.1
samsung,A30S (A307),A,recyclemonlcd,8.0
samsung,A30S (A307),B,smartgrade,10.4
samsung,A30S (A307),C,smartgrade,5.4
samsung,A30S (A307),D,smartgrade,3.7
samsung,A30S (A307),E,smartgrade,0.0
samsung,A30S (A307),F,smartgrade,0.0
samsung,A30S (A307),G,smartgrade,2.5
samsung,A30S (A307),Fully Broken,smartgrade,0.0
samsung,A30 (A305),A,ispart,10.0
samsung,A30 (A305),A,smartgrade,13.9
samsung,A30 (A305),A,recyclemonlcd,6.0
samsung,A30 (A305),B,smartgrade,11.3
samsung,A30 (A305),C,smartgrade,7.0
samsung,A30 (A305),D,smartgrade,3.7
samsung,A30 (A305),E,smartgrade,0.0
samsung,A30 (A305),F,smartgrade,0.0
samsung,A30 (A305),G,smartgrade,2.5
samsung,A30 (A305),Fully Broken,smartgrade,0.0
samsung,A3 2015 (A300),A,recyclemonlcd,0.01
samsung,A22 4G (A225),A,ispart,19.0
samsung,A22 4G (A225),A,smartgrade,23.0
samsung,A22 4G (A225),A,lcdphone,10.0
samsung,A22 4G (A225),A,recyclemonlcd,19.0
samsung,A22 4G (A225),B,smartgrade,21.2
samsung,A22 4G (A225),B,lcdphone,5.0
samsung,A22 4G (A225),C,smartgrade,14.6
samsung,A22 4G (A225),D,smartgrade,9.5
samsung,A22 4G (A225),E,smartgrade,0.0
samsung,A22 4G (A225),F,smartgrade,0.0
samsung,A22 4G (A225),G,smartgrade,2.5
samsung,A22 4G (A225),G,lcdphone,1.0
samsung,A22 4G (A225),Fully Broken,smartgrade,0.0
samsung,A22 5G (A226B),A,recyclemonlcd,19.0
samsung,A20 (A205),A,ispart,4.0
samsung,A20 (A205),A,smartgrade,8.2
samsung,A20 (A205),A,recyclemonlcd,4.0
samsung,A20 (A205),B,smartgrade,5.7
samsung,A20 (A205),C,smartgrade,2.2
samsung,A20 (A205),D,smartgrade,1.0
samsung,A20 (A205),E,smartgrade,0.0
samsung,A20 (A205),F,smartgrade,0.0
samsung,A20 (A205),G,smartgrade,2.5
samsung,A20 (A205),Fully Broken,smartgrade,0.0
samsung,A20E (A202F),A,recyclemonlcd,1.5
samsung,A20s (A207F),A,recyclemonlcd,1.0
samsung,A21s (A217F),A,recyclemonlcd,1.5
samsung,A13 (A135F / A137F / A136B),A,recyclemonlcd,2.0
samsung,A12 (A127F),A,recyclemonlcd,2.0
samsung,A10 (A105F),A,recyclemonlcd,1.5
samsung,A10s (A107F),A,recyclemonlcd,1.5
samsung,A02s (A025F / A025G),A,recyclemonlcd,2.0
samsung,J8 (J810),A,smartgrade,13.3
samsung,J8 (J810),A,paylcd,5.0
samsung,J8 (J810),A,recyclemonlcd,10.0
samsung,J8 (J810),B,smartgrade,10.9
samsung,J8 (J810),C,smartgrade,5.7
samsung,J8 (J810),D,smartgrade,3.3
samsung,J8 (J810),E,smartgrade,0.0
samsung,J8 (J810),F,smartgrade,0.0
samsung,J8 (J810),G,smartgrade,2.5
samsung,J8 (J810),Fully Broken,smartgrade,0.0
samsung,J8+ (J805),A,smartgrade,13.3
samsung,J8+ (J805),A,paylcd,5.0
samsung,J8+ (J805),A,recyclemonlcd,10.0
samsung,J8+ (J805),B,smartgrade,10.9
samsung,J8+ (J805),C,smartgrade,5.7
samsung,J8+ (J805),D,smartgrade,3.3
samsung,J8+ (J805),E,smartgrade,0.0
samsung,J8+ (J805),F,smartgrade,0.0
samsung,J8+ (J805),G,smartgrade,2.5
samsung,J8+ (J805),Fully Broken,smartgrade,0.0
samsung,J800 2018,A,smartgrade,12.9
samsung,J800 2018,A,paylcd,5.0
samsung,J800 2018,A,recyclemonlcd,10.0
samsung,J800 2018,B,smartgrade,10.3
samsung,J800 2018,C,smartgrade,5.8
samsung,J800 2018,D,smartgrade,2.6
samsung,J800 2018,E,smartgrade,0.0
samsung,J800 2018,F,smartgrade,0.0
samsung,J800 2018,G,smartgrade,2.5
samsung,J800 2018,Fully Broken,smartgrade,0.0
samsung,J7 2017 (J730),A,ispart,8.0
samsung,J7 2017 (J730),A,smartgrade,12.5
samsung,J7 2017 (J730),A,paylcd,5.0
samsung,J7 2017 (J730),A,recyclemonlcd,0.01
samsung,J7 2017 (J730),B,smartgrade,9.7
samsung,J7 2017 (J730),C,smartgrade,5.3
samsung,J7 2017 (J730),D,smartgrade,2.0
samsung,J7 2017 (J730),E,smartgrade,0.0
samsung,J7 2017 (J730),F,smartgrade,0.0
samsung,J7 2017 (J730),G,smartgrade,2.5
samsung,J7 2017 (J730),Fully Broken,smartgrade,0.0
samsung,J7 Duo (J720),A,ispart,2.0
samsung,J7 Duo (J720),A,smartgrade,5.6
samsung,J7 Duo (J720),A,paylcd,5.0
samsung,J7 Duo (J720),A,recyclemonlcd,4.0
samsung,J7 Duo (J720),B,smartgrade,3.3
samsung,J7 Duo (J720),C,smartgrade,1.8
samsung,J7 Duo (J720),D,smartgrade,0.2
samsung,J7 Duo (J720),E,smartgrade,0.0
samsung,J7 Duo (J720),F,smartgrade,0.0
samsung,J7 Duo (J720),G,smartgrade,2.5
samsung,J7 Duo (J720),Fully Broken,smartgrade,0.0
samsung,J7 2018 (J710),A,ispart,6.0
samsung,J7 2018 (J710),A,smartgrade,9.8
samsung,J7 2018 (J710),A,paylcd,5.0
samsung,J7 2018 (J710),A,recyclemonlcd,8.0
samsung,J7 2018 (J710),B,smartgrade,6.7
samsung,J7 2018 (J710),C,smartgrade,3.3
samsung,J7 2018 (J710),D,smartgrade,2.7
samsung,J7 2018 (J710),E,smartgrade,0.0
samsung,J7 2018 (J710),F,smartgrade,0.0
samsung,J7 2018 (J710),G,smartgrade,2.5
samsung,J7 2018 (J710),Fully Broken,smartgrade,0.0
samsung,J7 (J701),A,ispart,2.0
samsung,J7 (J701),A,smartgrade,6.4
samsung,J7 (J701),A,paylcd,5.0
samsung,J7 (J701),A,recyclemonlcd,5.0
samsung,J7 (J701),B,smartgrade,4.2
samsung,J7 (J701),C,smartgrade,1.2
samsung,J7 (J701),D,smartgrade,0.3
samsung,J7 (J701),E,smartgrade,0.0
samsung,J7 (J701),F,smartgrade,0.0
samsung,J7 (J701),G,smartgrade,2.5
samsung,J7 (J701),Fully Broken,smartgrade,0.0
samsung,J7 (J700),A,ispart,5.0
samsung,J7 (J700),A,smartgrade,9.0
samsung,J7 (J700),A,paylcd,5.0
samsung,J7 (J700),A,recyclemonlcd,7.0
samsung,J7 (J700),B,smartgrade,6.2
samsung,J7 (J700),C,smartgrade,3.0
samsung,J7 (J700),D,smartgrade,1.0
samsung,J7 (J700),E,smartgrade,0.0
samsung,J7 (J700),F,smartgrade,0.0
samsung,J7 (J700),G,smartgrade,2.5
samsung,J7 (J700),Fully Broken,smartgrade,0.0
samsung,J5 2017 (J530),A,ispart,2.0
samsung,J5 2017 (J530),A,smartgrade,6.4
samsung,J5 2017 (J530),A,paylcd,5.0
samsung,J5 2017 (J530),A,recyclemonlcd,0.01
samsung,J5 2017 (J530),B,smartgrade,4.7
samsung,J5 2017 (J530),C,smartgrade,2.2
samsung,J5 2017 (J530),D,smartgrade,1.0
samsung,J5 2017 (J530),E,smartgrade,0.0
samsung,J5 2017 (J530),F,smartgrade,0.0
samsung,J5 2017 (J530),G,smartgrade,2.5
samsung,J5 2017 (J530),Fully Broken,smartgrade,0.0
samsung,J5 2016 (J510),A,ispart,2.0
samsung,J5 2016 (J510),A,smartgrade,6.4
samsung,J5 2016 (J510),A,paylcd,5.0
samsung,J5 2016 (J510),A,recyclemonlcd,5.0
samsung,J5 2016 (J510),B,smartgrade,4.7
samsung,J5 2016 (J510),C,smartgrade,2.2
samsung,J5 2016 (J510),D,smartgrade,1.0
samsung,J5 2016 (J510),E,smartgrade,0.0
samsung,J5 2016 (J510),F,smartgrade,0.0
samsung,J5 2016 (J510),G,smartgrade,2.5
samsung,J5 2016 (J510),Fully Broken,smartgrade,0.0
samsung,J5 (J500),A,ispart,0.0
samsung,J5 (J500),A,smartgrade,3.0
samsung,J5 (J500),A,paylcd,5.0
samsung,J5 (J500),A,recyclemonlcd,0.01
samsung,J5 (J500),B,smartgrade,1.4
samsung,J5 (J500),C,smartgrade,0.3
samsung,J5 (J500),D,smartgrade,0.0
samsung,J5 (J500),E,smartgrade,0.0
samsung,J5 (J500),F,smartgrade,0.0
samsung,J5 (J500),G,smartgrade,2.5
samsung,J5 (J500),Fully Broken,smartgrade,0.0
samsung,J4 (J400),A,ispart,3.0
samsung,J4 (J400),A,smartgrade,6.6
samsung,J4 (J400),A,paylcd,5.0
samsung,J4 (J400),A,recyclemonlcd,5.0
samsung,J4 (J400),B,smartgrade,4.4
samsung,J4 (J400),C,smartgrade,1.8
samsung,J4 (J400),D,smartgrade,0.2
samsung,J4 (J400),E,smartgrade,0.0
samsung,J4 (J400),F,smartgrade,0.0
samsung,J4 (J400),G,smartgrade,2.5
samsung,J4 (J400),Fully Broken,smartgrade,0.0
samsung,J3 Pro (J320),A,ispart,0.0
samsung,J3 Pro (J320),A,smartgrade,3.0
samsung,J3 Pro (J320),A,paylcd,5.0
samsung,J3 Pro (J320),A,recyclemonlcd,2.0
samsung,J3 Pro (J320),B,smartgrade,1.4
samsung,J3 Pro (J320),C,smartgrade,0.3
samsung,J3 Pro (J320),D,smartgrade,0.0
samsung,J3 Pro (J320),E,smartgrade,0.0
samsung,J3 Pro (J320),F,smartgrade,0.0
samsung,J3 Pro (J320),G,smartgrade,1.3
samsung,J3 Pro (J320),Fully Broken,smartgrade,0.0
samsung,J2 Pro (J250),A,ispart,3.0
samsung,J2 Pro (J250),A,smartgrade,7.5
samsung,J2 Pro (J250),A,paylcd,5.0
samsung,J2 Pro (J250),A,recyclemonlcd,6.0
samsung,J2 Pro (J250),B,smartgrade,5.3
samsung,J2 Pro (J250),C,smartgrade,2.6
samsung,J2 Pro (J250),D,smartgrade,1.0
samsung,J2 Pro (J250),E,smartgrade,0.0
samsung,J2 Pro (J250),F,smartgrade,0.0
samsung,J2 Pro (J250),G,smartgrade,2.5
samsung,J2 Pro (J250),Fully Broken,smartgrade,0.0
samsung,J2 (J200),A,ispart,6.0
samsung,J2 (J200),A,smartgrade,10.1
samsung,J2 (J200),A,paylcd,5.0
samsung,J2 (J200),A,recyclemonlcd,8.0
samsung,J2 (J200),B,smartgrade,7.2
samsung,J2 (J200),C,smartgrade,4.0
samsung,J2 (J200),D,smartgrade,2.4
samsung,J2 (J200),E,smartgrade,0.0
samsung,J2 (J200),F,smartgrade,0.0
samsung,J2 (J200),G,smartgrade,2.5
samsung,J2 (J200),Fully Broken,smartgrade,0.0
samsung,J1 Ace (J110),A,ispart,1.0
samsung,J1 Ace (J110),A,smartgrade,5.1
samsung,J1 Ace (J110),A,paylcd,5.0
samsung,J1 Ace (J110),A,recyclemonlcd,4.0
samsung,J1 Ace (J110),B,smartgrade,3.7
samsung,J1 Ace (J110),C,smartgrade,1.0
samsung,J1 Ace (J110),D,smartgrade,0.3
samsung,J1 Ace (J110),E,smartgrade,0.0
samsung,J1 Ace (J110),F,smartgrade,0.0
samsung,J1 Ace (J110),G,smartgrade,2.5
samsung,J1 Ace (J110),Fully Broken,smartgrade,0.0
samsung,C9 Pro (C900),A,ispart,21.0
samsung,C9 Pro (C900),A,smartgrade,24.6
samsung,C9 Pro (C900),A,recyclemonlcd,20.0
samsung,C9 Pro (C900),B,smartgrade,21.0
samsung,C9 Pro (C900),C,smartgrade,13.6
samsung,C9 Pro (C900),D,smartgrade,10.3
samsung,C9 Pro (C900),E,smartgrade,0.0
samsung,C9 Pro (C900),F,smartgrade,0.0
samsung,C9 Pro (C900),G,smartgrade,2.5
samsung,C9 Pro (C900),Fully Broken,smartgrade,0.0
samsung,C7 (C700),A,ispart,13.0
samsung,C7 (C700),A,smartgrade,17.0
samsung,C7 (C700),A,recyclemonlcd,14.0
samsung,C7 (C700),B,smartgrade,15.8
samsung,C7 (C700),C,smartgrade,9.6
samsung,C7 (C700),D,smartgrade,7.3
samsung,C7 (C700),E,smartgrade,0.0
samsung,C7 (C700),F,smartgrade,0.0
samsung,C7 (C700),G,smartgrade,2.5
samsung,C7 (C700),Fully Broken,smartgrade,0.0
samsung,M52 5G (M535),A,ispart,23.0
samsung,M52 5G (M535),A,smartgrade,27.4
samsung,M52 5G (M535),B,smartgrade,26.1
samsung,M52 5G (M535),C,smartgrade,16.9
samsung,M52 5G (M535),D,smartgrade,12.7
samsung,M52 5G (M535),E,smartgrade,0.0
samsung,M52 5G (M535),F,smartgrade,0.0
samsung,M52 5G (M535),G,smartgrade,2.5
samsung,M52 5G (M535),Fully Broken,smartgrade,0.0
samsung,M52 (M526),A,ispart,25.0
samsung,M52 (M526),A,smartgrade,28.5
samsung,M52 (M526),A,recyclemonlcd,22.0
samsung,M52 (M526),B,smartgrade,27.1
samsung,M52 (M526),C,smartgrade,18.4
samsung,M52 (M526),D,smartgrade,12.4
samsung,M52 (M526),E,smartgrade,0.0
samsung,M52 (M526),F,smartgrade,0.0
samsung,M52 (M526),G,smartgrade,2.5
samsung,M52 (M526),Fully Broken,smartgrade,0.0
samsung,M51 (M515),A,ispart,16.0
samsung,M51 (M515),A,smartgrade,20.0
samsung,M51 (M515),A,recyclemonlcd,16.0
samsung,M51 (M515),B,smartgrade,18.9
samsung,M51 (M515),C,smartgrade,11.9
samsung,M51 (M515),D,smartgrade,9.4
samsung,M51 (M515),E,smartgrade,0.0
samsung,M51 (M515),F,smartgrade,0.0
samsung,M51 (M515),G,smartgrade,2.5
samsung,M51 (M515),Fully Broken,smartgrade,0.0
samsung,M32 (M325),A,ispart,12.0
samsung,M32 (M325),A,smartgrade,16.3
samsung,M32 (M325),A,recyclemonlcd,13.0
samsung,M32 (M325),B,smartgrade,14.8
samsung,M32 (M325),C,smartgrade,9.4
samsung,M32 (M325),D,smartgrade,6.1
samsung,M32 (M325),E,smartgrade,0.0
samsung,M32 (M325),F,smartgrade,0.0
samsung,M32 (M325),G,smartgrade,2.5
samsung,M32 (M325),Fully Broken,smartgrade,0.0
samsung,M30S (M307),A,ispart,9.0
samsung,M30S (M307),A,smartgrade,13.0
samsung,M30S (M307),A,recyclemonlcd,10.0
samsung,M30S (M307),B,smartgrade,11.0
samsung,M30S (M307),C,smartgrade,7.1
samsung,M30S (M307),D,smartgrade,5.0
samsung,M30S (M307),E,smartgrade,0.0
samsung,M30S (M307),F,smartgrade,0.0
samsung,M30S (M307),G,smartgrade,2.5
samsung,M30S (M307),Fully Broken,smartgrade,0.0
samsung,M31 (M315),A,ispart,9.0
samsung,M31 (M315),A,smartgrade,13.0
samsung,M31 (M315),A,recyclemonlcd,10.0
samsung,M31 (M315),B,smartgrade,11.0
samsung,M31 (M315),C,smartgrade,7.1
samsung,M31 (M315),D,smartgrade,5.0
samsung,M31 (M315),E,smartgrade,0.0
samsung,M31 (M315),F,smartgrade,0.0
samsung,M31 (M315),G,smartgrade,2.5
samsung,M31 (M315),Fully Broken,smartgrade,0.0
samsung,M31S (M317),A,ispart,18.0
samsung,M31S (M317),A,smartgrade,22.4
samsung,M31S (M317),A,recyclemonlcd,18.0
samsung,M31S (M317),B,smartgrade,19.9
samsung,M31S (M317),C,smartgrade,10.6
samsung,M31S (M317),D,smartgrade,7.9
samsung,M31S (M317),E,smartgrade,0.0
samsung,M31S (M317),F,smartgrade,0.0
samsung,M31S (M317),G,smartgrade,2.5
samsung,M31S (M317),Fully Broken,smartgrade,0.0
samsung,M22,A,ispart,10.0
samsung,M22,A,smartgrade,14.0
samsung,M22,A,recyclemonlcd,11.0
samsung,M22,B,smartgrade,12.4
samsung,M22,C,smartgrade,8.3
